,Unnamed: 0,client_id,province,transaction_method,card_type,amount(eur),time,possible_fraud,hour,mean_amount,std_amount,z_score
10745,10745,user_1305,Barcelona,Physical Card,Visa,2202.47,2024-05-17 04:08:35.987520090,Y,4,2095.9616666666666,1577.5752077212253,0.0675139497705357
10755,10755,user_552,Sevilla,Online,Visa,4906.92,2024-05-30 04:10:38.517538054,Y,4,2446.8445454545454,1528.392184992868,1.6095839004548
10762,10762,user_1670,Málaga,Contactless,Visa,663.18,2024-05-28 04:35:29.299423277,Y,4,2296.6555,1628.8953898415655,-1.0028117890117425
10771,10771,user_875,Barcelona,Online,Visa,4659.42,2024-05-14 02:57:11.521225300,Y,2,2675.445555555556,1217.770400949119,1.6291859638714759
10774,10774,user_737,Murcia,Physical Card,Visa,70.41,2024-05-01 02:04:30.246761841,Y,2,1677.25125,1265.959762026283,-1.2692672375527208
10780,10780,user_304,Toledo,Online,Mastercard,1396.62,2024-05-19 04:21:44.263968989,Y,4,2820.029,1208.2186706833238,-1.1781054494009537
10784,10784,user_1966,Barcelona,Online,Mastercard,3129.9,2024-05-05 04:54:16.575588541,Y,4,2345.4164705882354,1541.4174556919243,0.5089364510016005
10789,10789,user_621,Guadalajara,Contactless,Mastercard,3603.93,2024-05-05 03:59:24.602439255,Y,3,3274.2627272727273,1608.467872337467,0.20495732516446946
10794,10794,user_241,Asturias,Online,American Express,931.02,2024-05-28 05:47:14.187387728,Y,5,1602.31,1159.791960856199,-0.5788020805942043
10798,10798,user_1021,Jaén,Contactless,Mastercard,4975.76,2024-05-28 10:17:20.824430367,Y,10,2943.650588235294,1655.4808002566454,1.2275040649518092
10800,10800,user_550,Asturias,Physical Card,Visa,94.06,2024-05-30 02:50:27.172166020,Y,2,1693.3609090909092,1325.2996812604654,-1.206746618674085
10802,10802,user_1989,Cáceres,Online,Visa,584.57,2024-05-02 04:52:30.382906306,Y,4,2708.07625,1883.6258380010083,-1.1273503512000898
10803,10803,user_357,Baleares,Contactless,Visa,4991.51,2024-05-23 03:42:35.771958022,Y,3,3980.5466666666666,1321.8841804913675,0.7647896451544952
10804,10804,user_1799,Murcia,Online,Mastercard,1646.46,2024-05-02 04:50:23.768554410,Y,4,2364.9636363636364,1340.8428352739386,-0.5358596976929393
10810,10810,user_1913,Gerona,Contactless,Mastercard,1406.49,2024-05-15 04:08:07.397182566,Y,4,2752.101111111111,1308.805405492257,-1.0281216026954068
10816,10816,user_1688,Madrid,Physical Card,Mastercard,1248.69,2024-05-10 04:45:58.286848822,Y,4,2732.010625,1561.8521762935559,-0.9497189602924395
10820,10820,user_1617,Córdoba,Contactless,Mastercard,3699.29,2024-05-25 05:47:34.609057388,Y,5,2904.127857142857,1576.689238866237,0.5043239487249414
10822,10822,user_1338,Santa Cruz de Tenerife,Online,Visa,983.29,2024-05-23 03:13:03.171031483,Y,3,2121.998,1289.597831574967,-0.8829946609085971
10828,10828,user_1522,Almería,Physical Card,Mastercard,2985.1,2024-05-19 04:51:16.864895528,Y,4,2786.5099999999998,1456.8393372945725,0.1363156491702045
10834,10834,user_229,Valladolid,Online,Visa,1016.65,2024-05-30 05:58:15.849484731,Y,5,2380.975625,1842.9957370540994,-0.7402760611811179
10843,10843,user_1663,La Coruña,Contactless,Visa,2992.36,2024-05-03 02:02:52.222747470,Y,2,2590.71,1420.9252319527584,0.2826679342219984
10846,10846,user_1124,Barcelona,Physical Card,Visa,1092.69,2024-05-29 02:57:36.027228893,Y,2,2419.7483333333334,1744.526153189056,-0.7606984457684532
10849,10849,user_1467,Murcia,Contactless,Visa,4925.26,2024-05-22 02:00:00.680722322,Y,2,3361.84,2619.2628507272807,0.5968931295176776
10863,10863,user_644,Guipúzcoa,Online,Mastercard,2350.39,2024-05-02 03:57:38.409757019,Y,3,2384.955625,1025.330418970514,-0.033711693675006635
10864,10864,user_250,Madrid,Online,Visa,1370.49,2024-05-18 05:13:12.020421669,Y,5,2098.1317647058822,1359.0532718644404,-0.5354034163117495
10865,10865,user_843,Barcelona,Online,Mastercard,4948.86,2024-05-23 11:47:57.072894015,Y,11,2375.184210526316,1413.870634606826,1.820305002790712
10878,10878,user_1416,Almería,Online,Visa,4863.86,2024-05-29 04:00:54.457785761,Y,4,2094.663125,1327.301419782353,2.0863361055200893
10888,10888,user_1363,Asturias,Contactless,Visa,1988.83,2024-05-06 05:37:46.464971163,Y,5,2691.191875,1383.256839000956,-0.5077595535383539
10898,10898,user_270,Barcelona,Contactless,Visa,1754.32,2024-05-02 05:17:49.755129053,Y,5,3038.31625,1470.8553088782585,-0.872958911899522
10899,10899,user_560,Barcelona,Online,Visa,577.03,2024-05-15 03:32:14.953200340,Y,3,2313.6915789473683,1472.7134031563157,-1.1792257578598522
10906,10906,user_1528,Cádiz,Physical Card,Visa,2279.14,2024-05-23 05:28:06.489552803,Y,5,2019.2842857142855,1487.4075444416383,0.1747037758795706
10908,10908,user_1496,Madrid,Online,Mastercard,4185.06,2024-05-20 04:20:55.251961803,Y,4,2513.189375,1320.9322810523825,1.2656747427415633
10910,10910,user_1990,Cádiz,Contactless,Mastercard,3831.51,2024-05-01 04:23:46.793986952,Y,4,3275.281,1206.9686247183247,0.4608479363991833
10911,10911,user_1993,Madrid,Online,American Express,2323.63,2024-05-24 04:36:38.733100122,Y,4,2681.5465,1338.3089015119238,-0.2674393778563767
10921,10921,user_950,Madrid,Physical Card,Mastercard,2492.12,2024-05-22 05:41:35.187671362,Y,5,1853.4171428571428,1185.0785184073147,0.5389540416286013
10922,10922,user_791,Vizcaya,Online,Mastercard,1363.96,2024-05-02 02:45:53.521792568,Y,2,2334.1553333333336,1767.6530799455397,-0.5488607150013988
10925,10925,user_1211,Madrid,Physical Card,Mastercard,2273.78,2024-05-23 04:14:14.987236456,Y,4,1914.872,1606.3490848878396,0.22343088645956444
10926,10926,user_1119,La Coruña,Contactless,Visa,1449.83,2024-05-11 04:36:42.817434055,Y,4,2607.134,1343.786661738897,-0.8612259914102859
10935,10935,user_1978,Málaga,Online,Visa,4990.89,2024-05-07 04:27:19.179351422,Y,4,3017.404285714286,1335.9420364482326,1.4772240564661554
10938,10938,user_1481,Álava,Physical Card,American Express,1364.57,2024-05-30 02:48:20.557814125,Y,2,2751.23,1567.0443636296116,-0.8848887958654836
10943,10943,user_1122,Málaga,Online,Visa,4995.08,2024-05-05 22:50:29.895055308,Y,22,2044.6699999999998,1479.0193827350208,1.9948420111601683
10944,10944,user_109,Alicante,Online,Mastercard,4768.99,2024-05-13 03:33:52.977214711,Y,3,3086.258333333333,1651.0375577950977,1.0191964796451363
10950,10950,user_1251,Vizcaya,Contactless,Mastercard,3173.85,2024-05-27 05:12:10.755412688,Y,5,2067.5358823529414,1333.314920996062,0.8297470464221454
10953,10953,user_1580,Barcelona,Online,Visa,1156.84,2024-05-26 04:11:47.951214900,Y,4,2119.835,1425.0696068633122,-0.6757529564605803
10955,10955,user_1433,Sevilla,Online,Mastercard,2474.93,2024-05-14 04:17:22.866597333,Y,4,3048.7247058823527,1556.6492619610783,-0.3686088574374693
10956,10956,user_1377,Murcia,Contactless,Mastercard,3706.63,2024-05-09 04:10:54.854873782,Y,4,3096.055714285714,1225.6384333733602,0.49816835788494707
10967,10967,user_264,Barcelona,Contactless,Visa,1558.65,2024-05-23 05:25:59.875200907,Y,5,2703.6620000000003,1501.365617487404,-0.7626470106037355
10968,10968,user_807,La Coruña,Online,Mastercard,4980.18,2024-05-21 05:21:18.056159591,Y,5,2362.902,1608.5245306003753,1.6271296770482646
10998,10998,user_1133,Madrid,Online,Visa,1077.78,2024-05-25 04:40:02.949796728,Y,4,2351.8762500000003,1673.5747506967364,-0.7613022659845778
11002,11002,user_500,Asturias,Contactless,Mastercard,1402.63,2024-05-09 05:45:52.500709085,Y,5,2679.768888888889,1154.177794302555,-1.1065356613108612
11004,11004,user_1788,Córdoba,Physical Card,Visa,4975.0,2024-05-23 03:17:16.399735274,Y,3,2419.988,1579.845883795541,1.6172539525574776
11005,11005,user_1140,Santa Cruz de Tenerife,Online,Discover,2720.5,2024-05-29 05:16:52.574454004,Y,5,2507.792105263158,1416.3043265193903,0.15018516201216284
11007,11007,user_899,Madrid,Online,Mastercard,4808.45,2024-05-26 05:57:18.668809681,Y,5,2606.3036842105266,1513.0014410921042,1.4554819684771318
11023,11023,user_1116,Guipúzcoa,Online,Mastercard,1122.69,2024-05-28 05:43:00.958683937,Y,5,3235.984,1761.205008757104,-1.1999136894865907
11026,11026,user_1184,Lugo,Contactless,Visa,3367.31,2024-05-06 04:53:27.563581355,Y,4,2630.9975,1538.926537834084,0.4784585111101541
11028,11028,user_747,Ciudad Real,Physical Card,Visa,634.26,2024-05-24 05:31:30.706249409,Y,5,3048.153,1523.6173143764734,-1.584317122956734
11030,11030,user_1250,Cádiz,Contactless,American Express,1222.28,2024-05-04 04:17:06.529261605,Y,4,1984.985,1256.9245765438752,-0.6068025196047842
11032,11032,user_804,Valencia,Online,Mastercard,2547.33,2024-05-24 02:17:22.185875011,Y,2,2246.4700000000003,1092.120220171613,0.27548249216805387
11034,11034,user_297,Almería,Physical Card,Mastercard,2775.19,2024-05-19 04:06:57.963505720,Y,4,2493.3419999999996,986.8184630265083,0.28561281589279436
11045,11045,user_557,Madrid,Online,Visa,217.87,2024-05-13 03:35:59.591566606,Y,3,2457.2957142857144,1360.9079869971106,-1.6455379317944065
11049,11049,user_1759,Madrid,Online,Mastercard,1056.91,2024-05-28 05:32:27.886924458,Y,5,2327.9983333333334,1600.9903131876183,-0.79393880329142
11051,11051,user_1542,Vizcaya,Online,Mastercard,2280.71,2024-05-09 05:41:39.272005294,Y,5,2825.3334999999997,1271.147070228407,-0.42845042305147163
11053,11053,user_812,Madrid,Online,Visa,4532.48,2024-05-20 05:17:53.839462985,Y,5,2523.0675,1252.0525743780358,1.6048946674608984
11067,11067,user_1565,Madrid,Contactless,Visa,3409.78,2024-05-18 03:48:47.446345844,Y,3,2100.228947368421,1238.4223249086574,1.0574349527558526
11068,11068,user_702,Barcelona,Online,Mastercard,3177.54,2024-05-19 02:29:53.703318521,Y,2,2012.0114285714285,1350.4204030403343,0.863085724123023
11071,11071,user_346,Barcelona,Online,Visa,850.17,2024-05-26 04:56:06.852604708,Y,4,2095.441538461538,1347.474050565515,-0.9241525192555032
11075,11075,user_1099,Huelva,Physical Card,Mastercard,4660.98,2024-05-31 02:15:52.330528505,Y,2,3023.4242105263156,1200.9540344581412,1.3635457665226407
11077,11077,user_887,Cantabria,Contactless,Mastercard,1956.15,2024-05-13 03:40:12.820270398,Y,3,2064.1758333333332,1257.417351380912,-0.08591088170900281
11079,11079,user_1510,Lérida,Online,Mastercard,644.67,2024-05-20 05:11:33.996407298,Y,5,2670.1525,1592.5057118954826,-1.2718839781046476
11090,11090,user_391,Barcelona,Online,Visa,977.11,2024-05-23 04:39:34.359459204,Y,4,2504.682857142857,1609.8848017861335,-0.9488709101719865
11112,11112,user_1133,Huelva,Online,Visa,3140.92,2024-05-27 04:21:32.010967193,Y,4,2351.8762500000003,1673.5747506967364,0.4714720687985452
11113,11113,user_113,Cádiz,Online,Mastercard,1648.25,2024-05-30 03:07:20.086981185,Y,3,2619.920769230769,1680.0909535620463,-0.5783441468872149
11117,11117,user_1016,Lérida,Contactless,Visa,1618.74,2024-05-24 04:57:44.876619079,Y,4,2520.735,1196.0025176052857,-0.7541748338507125
11118,11118,user_1723,Málaga,Physical Card,Mastercard,118.25,2024-05-29 03:10:15.713340266,Y,3,1903.09625,1734.4210949089033,-1.0290731906104642
11127,11127,user_1027,Valladolid,Physical Card,Visa,2088.06,2024-05-21 05:23:24.670511487,Y,5,2006.821875,1312.423895496262,0.061899303478684053
11131,11131,user_308,Ciudad Real,Online,American Express,2173.95,2024-05-03 03:27:16.796823295,Y,3,2273.6675,1517.999865664794,-0.0656900585141553
11133,11133,user_428,Barcelona,Online,Mastercard,930.21,2024-05-20 02:18:31.619551857,Y,2,2660.5026315789473,1348.7913233288293,-1.2828467989463108
11147,11147,user_1338,Madrid,Contactless,Visa,2897.51,2024-05-19 02:36:13.546374208,Y,2,2121.998,1289.597831574967,0.6013595719627403
11154,11154,user_935,Alicante,Contactless,American Express,2795.67,2024-05-17 05:26:40.718540228,Y,5,2359.482,1624.1977686137855,0.2685559655535522
11155,11155,user_1461,Sevilla,Online,Visa,4017.99,2024-05-29 03:06:02.484636475,Y,3,2258.932,1469.7661611199696,1.1968284796131028
11156,11156,user_1822,Zaragoza,Online,Mastercard,657.61,2024-05-27 04:44:44.768838045,Y,4,2566.2245,1525.8858182586582,-1.2508239326702122
11177,11177,user_1179,Madrid,Online,Mastercard,4207.64,2024-05-31 05:15:14.550439633,Y,5,2872.3888888888887,1662.2757615799223,0.8032669079178609
11189,11189,user_1776,Jaén,Online,Visa,2476.2,2024-05-09 03:41:22.253947244,Y,3,1947.852222222222,1286.5426096594874,0.4106725838778219
11191,11191,user_456,Zaragoza,Contactless,Visa,1607.09,2024-05-24 03:52:19.831710314,Y,3,3312.57125,1108.9945564872414,-1.5378625981737368
11197,11197,user_1395,Madrid,Physical Card,Mastercard,4283.8,2024-05-03 03:08:17.267656235,Y,3,3201.7766666666666,1900.020167270162,0.5694799202515421
11198,11198,user_1194,Madrid,Contactless,Visa,2063.78,2024-05-02 02:39:33.678736881,Y,2,2090.9133333333334,1018.0136698983957,-0.02665321118530883
11199,11199,user_718,Sevilla,Contactless,Mastercard,2105.99,2024-05-03 03:16:43.725063817,Y,3,3123.6516666666666,1441.7113855152295,-0.7058705902520022
11216,11216,user_1963,Valencia,Online,Mastercard,3580.09,2024-05-20 04:06:08.951498534,Y,4,2029.3306666666665,1254.1086724982163,1.2365430264063015
11217,11217,user_1672,Valladolid,Online,American Express,2973.57,2024-05-07 02:52:21.533516119,Y,2,2806.518,1572.4415904795956,0.10623733244619228
11237,11237,user_1181,Alicante,Physical Card,American Express,4109.16,2024-05-11 04:38:49.431785950,Y,4,2452.455,1636.2964785196443,1.0124723861160045
11247,11247,user_252,Barcelona,Contactless,Visa,137.29,2024-05-11 04:19:49.902618890,Y,4,2191.17625,1731.8287005436728,-1.1859638596792073
11265,11265,user_652,Madrid,Contactless,Mastercard,4538.92,2024-05-16 02:32:20.739340077,Y,2,3258.5588888888888,1420.9327865300706,0.9010708481417784
11269,11269,user_120,Huelva,Online,Mastercard,4131.6,2024-05-04 05:35:11.260281743,Y,5,2327.2455555555553,1582.7173245782903,1.1400358209418155
11270,11270,user_1278,Álava,Physical Card,Mastercard,2737.85,2024-05-06 03:48:02.518672591,Y,3,2153.798,1288.3464832515617,0.4533345707794031
11271,11271,user_32,Baleares,Online,Visa,3407.69,2024-05-16 04:11:31.613879171,Y,4,2408.9707142857146,1288.6402823337849,0.7750179001897725
11272,11272,user_1356,Huelva,Contactless,Visa,4908.24,2024-05-30 03:34:46.073555828,Y,3,2662.4612500000003,1897.1580797845147,1.1837594209624758
11274,11274,user_1157,Murcia,Online,Visa,359.67,2024-05-26 04:45:33.780845230,Y,4,2966.4065,1383.108467544165,-1.8846941951186937
11279,11279,user_13,Barcelona,Online,Mastercard,2071.31,2024-05-29 02:19:36.968894771,Y,2,2755.0368750000002,1229.6862688166643,-0.5560173292476913
11283,11283,user_1640,Asturias,Contactless,American Express,1724.73,2024-05-25 05:07:28.936371371,Y,5,2267.259411764706,1641.4966805002628,-0.3305089910991258
11286,11286,user_494,Guadalajara,Online,Mastercard,599.49,2024-05-17 04:04:22.758816299,Y,4,2901.476875,1742.1129327905953,-1.3213763767384317
11289,11289,user_1267,Barcelona,Online,Visa,1428.35,2024-05-14 03:30:57.350855630,Y,3,3409.862857142857,1044.807042627398,-1.896534744023074
11294,11294,user_687,Gerona,Online,Mastercard,3951.64,2024-05-24 02:51:08.015505341,Y,2,2225.7984615384617,1590.8739063318112,1.0848386736324886
11295,11295,user_1972,Barcelona,Online,American Express,4815.66,2024-05-01 02:02:23.632409946,Y,2,2434.964,1926.9802234402928,1.235454298409807
11297,11297,user_1633,Córdoba,Contactless,Visa,2511.92,2024-05-09 03:37:09.025243452,Y,3,2444.0029999999997,1354.8575859170003,0.050128515872044595
11298,11298,user_360,Cádiz,Online,Mastercard,743.73,2024-05-27 03:51:59.410040654,Y,3,3183.6025,1418.4696214466862,-1.7200738479768025
11306,11306,user_1110,Madrid,Contactless,Visa,4012.34,2024-05-27 04:57:24.454949418,Y,4,2510.8731578947372,1569.4510914366513,0.956682785655234
11317,11317,user_1029,Guipúzcoa,Contactless,Mastercard,3733.73,2024-05-22 03:51:51.241372790,Y,3,3173.911052631579,1291.5143694425578,0.4334593254351863
11320,11320,user_307,Málaga,Online,Mastercard,2873.57,2024-05-04 03:51:47.157038857,Y,3,1842.7477777777776,1136.66102359914,0.9068862227352638
11323,11323,user_538,Las Palmas,Contactless,Visa,424.64,2024-05-26 02:13:37.547508745,Y,2,2032.9099999999999,1112.1889412984947,-1.4460402727276935
11334,11334,user_942,Barcelona,Online,Mastercard,1100.55,2024-05-26 04:54:00.238252812,Y,4,1757.5317647058823,1376.920472096316,-0.4771384971171569
11346,11346,user_1682,Barcelona,Physical Card,Mastercard,3036.43,2024-05-16 03:54:38.699064006,Y,3,2047.2375,1200.1211818663503,0.8242438471602277
11355,11355,user_1868,Málaga,Contactless,Visa,2897.51,2024-05-18 02:09:36.571806750,Y,2,3449.5499999999997,1043.0621958125666,-0.5292493604084166
11369,11369,user_1335,Barcelona,Online,Visa,3496.07,2024-05-15 05:28:18.742554599,Y,5,2381.6233333333334,875.3097681963798,1.2732025931380164
11382,11382,user_1284,Vizcaya,Physical Card,Visa,2320.32,2024-05-18 05:21:38.477829252,Y,5,2209.457,1666.4228688691235,0.06652753155940228
11384,11384,user_723,Cáceres,Physical Card,Mastercard,2948.43,2024-05-21 05:27:37.899215278,Y,5,2867.153333333333,121.45152544671191,0.6692107519252823
11389,11389,user_246,Las Palmas,Contactless,Mastercard,4951.7,2024-05-15 12:05:02.240710976,Y,12,2656.0933333333332,1749.3477459798285,1.3122643407762662
11396,11396,user_1249,Alicante,Contactless,Visa,3374.91,2024-05-02 02:35:20.450033090,Y,2,2189.359,1387.0467163361473,0.8547304038407634
11405,11405,user_1028,Cádiz,Contactless,Visa,1747.32,2024-05-24 02:55:21.244209133,Y,2,2767.791052631579,1563.5763750556491,-0.6526518748374281
11406,11406,user_875,Madrid,Contactless,Mastercard,2494.82,2024-05-31 04:43:35.335161199,Y,4,2675.445555555556,1217.770400949119,-0.148324803604011
11409,11409,user_947,La Rioja,Contactless,American Express,2801.75,2024-05-07 04:18:52.721943840,Y,4,2467.4594117647057,1448.6394989112655,0.2307617516204222
11410,11410,user_1368,Granada,Contactless,Mastercard,4880.28,2024-05-09 02:04:17.993760045,Y,2,2761.3585714285714,1485.1739524993081,1.4267159917568077
11414,11414,user_72,Madrid,Online,Visa,3306.21,2024-05-22 05:33:08.730263779,Y,5,3684.895,535.5414628672554,-0.7071067811865476
11418,11418,user_684,Barcelona,Contactless,Visa,2992.15,2024-05-25 05:11:42.165075163,Y,5,2464.18,1403.7202609075475,0.37612194872691496
11431,11431,user_213,Madrid,Contactless,Mastercard,3528.12,2024-05-17 02:46:18.027796161,Y,2,2423.8811111111113,1541.3673816083274,0.7164021388182481
11433,11433,user_1250,Pontevedra,Online,Mastercard,177.8,2024-05-30 05:20:16.791150609,Y,5,1984.985,1256.9245765438752,-1.4377831683179894
11443,11443,user_655,Valencia,Online,Mastercard,3028.43,2024-05-13 04:05:32.192493145,Y,4,2814.8506666666667,1417.1285901551903,0.15071274040836616
11446,11446,user_1202,Madrid,Contactless,Mastercard,3814.69,2024-05-25 05:53:54.452113075,Y,5,2878.371666666667,1411.7247421140776,0.6632442610102471
11448,11448,user_1885,Cantabria,Online,Visa,200.31,2024-05-02 02:01:34.620402760,Y,2,2022.028181818182,1794.449554893189,-1.0151960955662618
11455,11455,user_106,Las Palmas,Online,Visa,2374.39,2024-05-07 04:14:39.493240049,Y,4,2662.9992307692305,1769.5849753235998,-0.1630943044803222
11459,11459,user_1040,Murcia,Online,Mastercard,3989.35,2024-05-25 04:56:55.864611893,Y,4,2426.737,1549.2265147047447,1.0086407540590063
11466,11466,user_1066,Málaga,Online,Visa,48.19,2024-05-19 03:43:45.205634868,Y,3,2374.3144444444447,1638.031861343905,-1.4200727710729644
11479,11479,user_1506,La Coruña,Physical Card,Mastercard,3388.59,2024-05-12 05:53:58.536447007,Y,5,2626.661176470588,1708.6662258757644,0.4459202224465407
11481,11481,user_1781,Huelva,Online,American Express,4497.46,2024-05-16 03:46:12.241656424,Y,3,2129.7875,1388.9095325730789,1.7046988622892345
11482,11482,user_1379,Alicante,Contactless,Mastercard,2694.01,2024-05-19 05:06:03.165358797,Y,5,2928.6066666666666,1474.4612455085644,-0.15910670245235936
11507,11507,user_1764,Barcelona,Physical Card,Visa,3811.46,2024-05-05 05:53:21.777441618,Y,5,1966.5557142857142,1786.6012329826815,1.032633500780848
11508,11508,user_862,Madrid,Contactless,Visa,4301.43,2024-05-07 03:02:54.605275598,Y,3,2903.5029999999997,1089.614720216381,1.2829553181168416
11514,11514,user_1855,Cádiz,Contactless,Mastercard,776.23,2024-05-19 03:31:05.519523494,Y,3,2418.055263157895,1587.6970033226266,-1.0340923108892894
11523,11523,user_415,Barcelona,Online,Mastercard,335.48,2024-05-01 04:00:34.036116100,Y,4,2458.7708333333335,1295.4488547250073,-1.6390387205090062
11524,11524,user_922,León,Contactless,Mastercard,2258.94,2024-05-07 03:45:06.892313510,Y,3,2560.4845454545457,1227.8689033472883,-0.24558366502523707
11530,11530,user_344,Málaga,Online,Mastercard,2260.37,2024-05-03 05:59:13.030159780,Y,5,2294.255,1224.8498231864999,-0.02766461598683741
11538,11538,user_1324,Málaga,Contactless,Mastercard,2828.21,2024-05-06 02:08:51.644133497,Y,2,2311.196875,1593.5050346608834,0.324450261376191
11545,11545,user_1950,Madrid,Online,Visa,1108.28,2024-05-20 04:50:27.852888342,Y,4,2491.0170000000003,1296.0602288884247,-1.0668771166490576
11558,11558,user_1554,Madrid,Online,Mastercard,1477.94,2024-05-12 03:17:49.074406731,Y,3,1347.9242857142856,1132.4862257713798,0.11480555906731296
11565,11565,user_1968,Madrid,Contactless,Mastercard,4045.39,2024-05-15 03:36:28.181904131,Y,3,2989.9191666666666,1442.885550419136,0.7315000368717639
11566,11566,user_1537,Pontevedra,Contactless,Visa,2323.93,2024-05-30 03:51:38.988370993,Y,3,2413.32,1173.891137797709,-0.07614845799730748
11569,11569,user_602,Pontevedra,Physical Card,Visa,373.22,2024-05-27 05:45:56.585043018,Y,5,2746.80375,1391.6843435711532,-1.7055474978681073
11573,11573,user_652,Valencia,Online,Mastercard,1274.86,2024-05-14 04:11:03.023541647,Y,4,3258.5588888888888,1420.9327865300706,-1.3960539919225157
11579,11579,user_410,Almería,Contactless,Mastercard,247.31,2024-05-17 02:54:44.485203744,Y,2,2302.911875,1746.1315727104443,-1.1772319492563657
11580,11580,user_1334,Barcelona,Online,Mastercard,2374.59,2024-05-10 05:07:04.430367779,Y,5,1959.7226315789476,1326.7358501175486,0.31269779013229754
11581,11581,user_1384,Cádiz,Physical Card,Mastercard,618.63,2024-05-16 02:17:34.438876808,Y,2,2693.7000000000003,1430.9055260529567,-1.4501795976174066
11585,11585,user_1687,Alicante,Online,Visa,2357.76,2024-05-27 03:22:26.809114115,Y,3,2518.8366666666666,1316.6249173434692,-0.12234058807854549
11597,11597,user_1762,Madrid,Online,Mastercard,624.36,2024-05-11 04:59:55.575304906,Y,4,1777.8073684210524,1269.96328372491,-0.9082525323392764
11599,11599,user_1652,Valencia,Online,Visa,3151.14,2024-05-29 04:26:13.830008509,Y,4,3020.248461538461,1229.4314157761855,0.10646509986805745
11608,11608,user_158,Sevilla,Contactless,Visa,3120.93,2024-05-14 02:59:18.135577195,Y,2,2156.5685000000003,1382.8971210860764,0.6973486930413345
11612,11612,user_381,Córdoba,Online,Mastercard,4086.41,2024-05-18 04:58:25.719958400,Y,4,2322.136,1293.9446161077706,1.3634849421198536
11613,11613,user_1046,Barcelona,Contactless,American Express,4983.76,2024-05-09 23:12:33.219249314,Y,23,2338.326,1723.568866095182,1.5348583117501666
11615,11615,user_742,Sevilla,Online,Visa,2070.9,2024-05-28 02:35:12.281365226,Y,2,1636.225,589.3005315060673,0.7376117562444874
11618,11618,user_1715,Valencia,Contactless,Visa,4317.72,2024-05-20 02:20:38.233903753,Y,2,3076.114,1479.06259726413,0.8394546669604377
11619,11619,user_373,Guipúzcoa,Online,American Express,4978.2,2024-05-11 21:50:43.849862910,Y,21,3129.8528571428574,1328.4251077587362,1.3913822706765888
11621,11621,user_1157,Madrid,Online,Visa,4773.17,2024-05-08 05:57:14.584475749,Y,5,2966.4065,1383.108467544165,1.3063064411774392
11625,11625,user_1594,Cádiz,Online,Mastercard,4335.79,2024-05-06 05:08:13.864044625,Y,5,2558.9133333333334,1735.0767876989667,1.0240910830368115
11626,11626,user_1420,Alicante,Online,Mastercard,4402.74,2024-05-25 03:15:38.375720903,Y,3,1968.3466666666666,2156.0781138292123,1.1290840149616987
11632,11632,user_41,Madrid,Online,Visa,4168.84,2024-05-18 02:13:49.800510541,Y,2,2906.442777777778,1213.2518525157943,1.040507145820153
11633,11633,user_1620,Alicante,Online,Visa,672.68,2024-05-01 04:02:40.650467996,Y,4,2300.299,1346.88253069586,-1.2084342642406232
11641,11641,user_1239,Santa Cruz de Tenerife,Online,Visa,1031.6,2024-05-28 05:49:20.801739623,Y,5,1941.8533333333332,1121.6848795599112,-0.8115053968548348
11645,11645,user_1198,Zaragoza,Physical Card,Mastercard,1932.36,2024-05-16 05:02:10.358324666,Y,5,2510.983157894737,1656.5555867758746,-0.34929293198117256
11659,11659,user_114,Granada,Online,American Express,4086.55,2024-05-10 02:30:54.968327503,Y,2,2631.1946666666668,1790.3402664372677,0.8128931469711365
11660,11660,user_1752,Madrid,Online,Mastercard,4825.54,2024-05-25 02:58:45.460905738,Y,2,2579.4075,1760.6007002866943,1.275776216398325
11662,11662,user_1691,Madrid,Physical Card,Mastercard,820.6,2024-05-17 03:41:10.000945447,Y,3,1908.4080000000001,1360.5432033823843,-0.799539476067831
11681,11681,user_1825,Valencia,Online,Visa,422.61,2024-05-07 03:09:14.448331284,Y,3,2280.435,1485.8841364849725,-1.2503161951744741
11683,11683,user_1730,Huelva,Online,Visa,2706.35,2024-05-25 02:58:45.460905738,Y,2,1591.750625,1089.244245499106,1.0232777263737354
11684,11684,user_1525,Barcelona,Contactless,Mastercard,1926.4,2024-05-09 03:13:56.267372600,Y,3,2102.555714285714,1514.295414748579,-0.11632850008659738
11686,11686,user_788,Barcelona,Contactless,Mastercard,1432.22,2024-05-28 02:05:39.680438687,Y,2,2496.194,1249.2941557594581,-0.8516601115076855
11697,11697,user_1249,Álava,Physical Card,Mastercard,3923.97,2024-05-01 02:08:43.475465632,Y,2,2189.359,1387.0467163361473,1.2505786427885688
11708,11708,user_1101,Baleares,Online,Mastercard,390.57,2024-05-17 04:50:48.274558003,Y,4,2560.6118181818183,1451.488033287345,-1.4950463031149388
11711,11711,user_1596,Granada,Contactless,American Express,4663.17,2024-05-27 05:16:23.984116479,Y,5,2979.4052631578948,1517.9364494945412,1.1092458695505885
11717,11717,user_594,Zaragoza,Contactless,Mastercard,2569.43,2024-05-15 04:22:53.697645835,Y,4,3378.665,1144.4311121469912,-0.7071067811865479
11722,11722,user_765,Alicante,Online,Mastercard,925.96,2024-05-31 04:30:55.649049825,Y,4,1959.3543750000001,1498.1955876585616,-0.6897593234906192
11731,11731,user_193,Madrid,Physical Card,Mastercard,3741.61,2024-05-03 04:43:14.913491538,Y,4,2439.5057142857145,1659.9710952799255,0.7844138307087258
